Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,49.33333333,5,303.25,7,148.5,0,0.014081633,0,0,Mar,3,2,2,2,Returning_Visitor,FALSE,FALSE
3,118.5,0,0,29,1482.210784,0.006896552,0.010600255,0,0,Mar,3,2,1,8,Returning_Visitor,TRUE,FALSE
6,153.5,0,0,34,1048.492063,0.011578947,0.032225685,0,0,Mar,2,6,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,478,0,0.011111111,0,0,Mar,3,2,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,980.25,0,0.04,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
8,72.25,1,21.5,51,1124.693074,0.022807018,0.036550087,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
2,24.5,0,0,22,353.1666667,0.018181818,0.031818182,0,0,Mar,2,5,1,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,18,1489.083333,0.023529412,0.046470588,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,1,1220,28,2389.333333,0.016666667,0.030833333,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,753,0,0.00952381,0,0,Mar,2,10,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,688.1666667,0,0.019354839,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,811,0.015384615,0.041025641,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
1,22,0,0,9,415.25,0.033333333,0.048148148,0,0,Mar,3,3,1,1,Returning_Visitor,FALSE,FALSE
16,155.6313131,0,0,32,908.013456,0.005,0.01805276,4.368515556,0,Mar,2,2,3,2,Returning_Visitor,FALSE,TRUE
1,21.33333333,1,235,71,2753.378571,0.012676056,0.015201207,0,0,Mar,3,2,2,1,Returning_Visitor,TRUE,FALSE
2,191,1,100,46,2452.582143,0.007246377,0.022253906,0,0,Mar,3,2,9,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,5188.5,0,0.05,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,57,0.08,0.12,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,8,0,0.1,0,0,Mar,2,2,5,1,Returning_Visitor,TRUE,FALSE
4,96.5,0,0,19,1430.659091,0.01,0.025666667,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
1,13,0,0,2,20,0,0.05,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE
5,1388.75,0,0,4,1373.75,0,0.02,0,0,Mar,1,1,7,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,45,844.25,0,0.01037037,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,1,0,7,188,0,0.033333333,0,0,Mar,2,2,1,8,New_Visitor,FALSE,FALSE
3,51,0,0,14,527.375,0.015555556,0.033862434,0,0,Mar,7,1,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,3,5,2,Returning_Visitor,FALSE,FALSE
1,158,1,64,29,1916.761905,0.006451613,0.018709677,8.772473118,0,Mar,2,2,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,9,116.3333333,0,0.066666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,397,0,0.02,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,63,5220.083333,0,0.003329865,51.46331148,0,Mar,2,5,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,20,219.3333333,0,0.011666667,0,0,Mar,1,8,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,74,0,0.04,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1559.6,0,0.033846154,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,236.5,0,0.016666667,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
1,10,0,0,14,348.6666667,0.035714286,0.053571429,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
1,28,1,47,13,224.5,0,0.014285714,0,0,Mar,1,1,1,8,New_Visitor,FALSE,FALSE
4,27,0,0,42,601.7666667,0,0.004545455,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,75.5,0.02,0.013333333,0,0,Mar,1,1,2,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,153,0,0.05,0,0,Mar,2,5,6,1,Returning_Visitor,FALSE,FALSE
4,15,0,0,10,197.2,0,0.016666667,38.99,0,Mar,1,1,1,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,18,3658.5,0.016666667,0.05,0,0,Mar,4,2,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1162.5,0,0.025,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,556.6,0.014583333,0.039583333,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,41,0,0.033333333,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,300.0714286,0,0.02,53.9892,0,Mar,2,2,1,11,Returning_Visitor,TRUE,TRUE
13,1249.809524,4,205,36,1626.625433,0.010638298,0.026186255,6.831792392,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,69.25,0,0.044444444,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
2,390,0,0,10,1169.1,0.02,0.05,0,0,Mar,3,9,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,402,0,0.038095238,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,35,3324.333333,0.011428571,0.024761905,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
11,215.5238095,1,70,87,3037.499952,0.002150538,0.007722385,0,0,Mar,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,59,0,0.05,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
1,11,0,0,51,1059.253472,0.010588235,0.022643039,0,0,Mar,3,2,6,3,Returning_Visitor,FALSE,FALSE
2,20,0,0,7,720,0,0.011111111,0,0,Mar,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,40,905.4856061,0.0135,0.03747619,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
2,8,1,14.33333333,14,603.6666667,0,0.0125,44.67925,0,Mar,2,2,1,7,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,328.9166667,0,0.014285714,59.79014286,0,Mar,3,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,33,778.8166667,0,0.022424242,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
4,171.25,0,0,22,851.5595238,0.004545455,0.031907308,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,227.5,0,0.022222222,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
5,227.3333333,0,0,17,528.9,0,0.002272727,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,872.8333333,0,0.026666667,0,0,Mar,2,2,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,35,835.0666667,0.012571429,0.044761905,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,82.5,0,0.05,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,1,13,0,0.1,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,9,0,0.1,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,7,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,94.5,0.033333333,0.025555556,0,0,Mar,3,2,4,11,Returning_Visitor,FALSE,FALSE
5,86,0,0,23,267.3,0,0.016,0,0,Mar,1,1,4,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,3312.5,0.013793103,0.028965517,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,75,0,0.066666667,0,0,Mar,2,5,1,3,Returning_Visitor,TRUE,FALSE
2,7,0,0,10,75,0.05,0.11,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,24,27,1547.5,0.003703704,0.014814815,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
7,186.9761905,2,40,35,1276.157071,0,0.008681765,0,0,Mar,1,1,6,2,Returning_Visitor,FALSE,FALSE
3,138,2,136,54,2631.1,0,0.00969697,0,0,Mar,1,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,96,0,0.1,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
2,374,0,0,3,1370,0,0.025,0,0,Mar,2,2,1,8,Returning_Visitor,FALSE,FALSE
2,61,0,0,5,97,0,0.04,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,14,0,0,46,1380.166667,0,0.01037037,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
1,38,0,0,23,1483.6,0.022916667,0.038373016,7.103020833,0,Mar,3,2,6,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,156,0,0.04,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,240.75,0,0.02,0,0,Mar,2,2,9,2,Returning_Visitor,FALSE,FALSE
2,96,0,0,37,1238.5,0.005128205,0.016410256,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
6,615.25,0,0,68,2524.719048,0,0.000175593,0,0,Mar,1,2,6,1,Returning_Visitor,FALSE,FALSE
4,111,0,0,4,54,0,0.028571429,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,147,0,0,2,35,0,0.05,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,15,175.9166667,0.013333333,0.026666667,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
3,53.16666667,0,0,11,263.6,0,0.003571429,0,0,Mar,3,2,1,9,Returning_Visitor,FALSE,FALSE
2,58,0,0,7,101.8,0,0.011111111,0,0,Mar,3,2,8,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
3,48.5,0,0,55,1042.242857,0,0.002222222,0,0,Mar,4,2,1,2,New_Visitor,FALSE,FALSE
1,21,3,116,21,613.6666667,0.008333333,0.023611111,0,0,Mar,1,2,1,1,Returning_Visitor,FALSE,FALSE
4,115.3333333,0,0,64,1588.944444,0.003076923,0.009213675,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,929,75,4105.666667,0.002631579,0.017324561,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,8,0,0,14,269.5,0,0.019047619,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,32.28571429,0,0,8,1236.2,0,0.028571429,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,49,1384.016667,0,0.011904762,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,52,0,0.025,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,11,0,0,29,664.75,0,0.005057471,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,64,0,0.014285714,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,326.5,0.1,0.125,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1690.977778,0.008,0.037333333,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
4,277.75,0,0,3,178.75,0,0.008,0,0,Mar,3,2,3,8,New_Visitor,FALSE,FALSE
0,0,0,0,12,407,0,0.033333333,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
6,241.1666667,0,0,39,1513.566667,0.005128205,0.021367521,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
3,64,0,0,24,832.0909091,0,0.009876543,0,0,Mar,2,10,1,3,New_Visitor,FALSE,FALSE
1,25.5,0,0,12,250.8333333,0,0.016666667,0,0,Mar,3,2,2,1,Returning_Visitor,TRUE,FALSE
2,64,0,0,15,565.6666667,0,0.00625,0,0,Mar,2,2,1,1,New_Visitor,FALSE,FALSE
0,0,0,0,10,194,0.02,0.04,0,0,Mar,2,5,7,1,Returning_Visitor,FALSE,FALSE
8,130,1,18,19,298,0,0.016666667,19.66818546,0,Mar,2,2,3,1,Returning_Visitor,TRUE,FALSE
9,79,1,155.5,55,1743.066667,0,0.004371585,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
3,84,0,0,27,655.9166667,0,0.011111111,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,1,9,30,1992.833333,0,0.003333333,9.227000967,0,Mar,2,4,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,308.8635531,0,0.028030303,0,0,Mar,2,6,2,2,Returning_Visitor,FALSE,FALSE
3,41,0,0,46,2749.666667,0,0.005555556,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,812,0,0.008,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,166,0.028571429,0.071428571,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
1,14,0,0,4,65,0,0.05,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
4,86,0,0,46,2450.688095,0.027083333,0.047905093,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,226.8333333,0,0.01,0,0,Mar,1,1,1,2,Returning_Visitor,TRUE,FALSE
3,618,0,0,9,341,0,0.007692308,34.43601877,0,Mar,2,2,9,3,New_Visitor,FALSE,TRUE
0,0,0,0,13,226,0,0.053846154,0,0,Mar,2,2,4,3,Returning_Visitor,TRUE,FALSE
1,11.88888889,0,0,111,3510.879903,9.83E-05,0.009438427,12.01656549,0,Mar,3,2,5,2,Returning_Visitor,FALSE,FALSE
5,51.5,0,0,2,6,0,0.033333333,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
2,7,0,0,27,559.4,0.014814815,0.030452675,0,0,Mar,2,4,4,3,Returning_Visitor,TRUE,FALSE
8,269,0,0,33,1109.883333,0.013888889,0.027742165,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,239,0,0.04,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
2,44.5,0,0,7,212.1666667,0,0.00625,0,0,Mar,3,2,1,8,New_Visitor,TRUE,FALSE
1,3,14,1165.166667,81,2820.952419,0.008897485,0.029431012,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,44,0.066666667,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,781,0.028571429,0.057142857,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
4,61,0,0,14,175.6666667,0,0.010588235,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
3,90,0,0,25,397.8846154,0.005333333,0.033504762,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,770.0285714,0.0112,0.034933333,0,0,Mar,3,2,8,10,Returning_Visitor,FALSE,FALSE
2,102.5,3,60,22,1034.975,0,0.014,16.14384,0,Mar,1,1,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,12,0,0.1,0,0,Mar,1,1,5,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,8,0.066666667,0.133333333,0,0,Mar,2,4,1,3,Returning_Visitor,FALSE,FALSE
1,17,0,0,22,399.8,0.019047619,0.038095238,0,0,Mar,1,5,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
9,213.3214286,5,528,61,2258.430586,0.01,0.020655014,2.810812468,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,254,0,0.1,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,67,0,0.028571429,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,57,0,0.025,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,240.4166667,0,0.061688312,0,0,Mar,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,551.1666667,0.025,0.035,0,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
6,71.5,0,0,47,1532.2,0.009929078,0.019797366,27.26888014,0,Mar,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,379.5,0.057142857,0.085714286,0,0,Mar,3,2,8,1,Returning_Visitor,FALSE,FALSE
1,6,0,0,14,548.1857143,0.028571429,0.02987013,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
3,304,0,0,31,1735.301587,0.015625,0.0515625,0,0,Mar,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,103,0,0.022222222,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
7,151,0,0,44,1406.1,0.004081633,0.006501458,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
3,199.75,0,0,8,331.4,0,0.003333333,0,0,Mar,3,2,2,10,New_Visitor,FALSE,FALSE
1,13.5,1,28,88,1759.275703,0.004545455,0.020644542,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
7,191.2,4,654.3333333,31,1204.600433,0.000854701,0.013342491,11.92009615,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
2,47,0,0,39,1743.366667,0,0.016410256,78.93483561,0,Mar,3,3,2,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,236,0,0.026666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,197,4,246,17,427.0833333,0,0.008695652,0,0,Mar,1,1,3,2,New_Visitor,FALSE,FALSE
3,115.125,0,0,46,909.522619,0.004255319,0.020449173,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
4,312.75,0,0,14,702.9166667,0,0.014259259,0,0,Mar,3,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,40,962.3333333,0,0.01625,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
4,724,0,0,2,159,0,0.008,0,0,Mar,4,2,1,7,New_Visitor,FALSE,FALSE
0,0,0,0,2,24,0,0.1,0,0,Mar,2,6,1,2,Returning_Visitor,FALSE,FALSE
8,237.5,4,142,30,1569.625,0,0.008108108,15.88906362,0,Mar,1,2,1,9,Returning_Visitor,TRUE,TRUE
3,66.33333333,0,0,15,424.8333333,0,0.0125,0,0,Mar,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,154.8333333,0,0.00625,0,0,Mar,2,4,7,1,Returning_Visitor,FALSE,FALSE
2,190,1,0,37,758.4428571,0,0.010526316,0,0,Mar,1,1,6,1,Returning_Visitor,TRUE,FALSE
4,174,1,18.5,11,305.875,0,0.001709402,0,0,Mar,1,2,3,8,New_Visitor,TRUE,FALSE
3,227,0,0,2,62,0,0.025,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE
1,23,0,0,15,656.25,0.028571429,0.028571429,0,0,Mar,1,1,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,617.5,0.006896552,0.01954023,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,2,39,15,245,0,0.0125,11.9955404,0,Mar,2,2,1,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,3,20,0,0.066666667,0,0,Mar,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,22,0,0.1,0,0,Mar,1,2,9,2,Returning_Visitor,FALSE,FALSE
1,26,1,0,55,872.4,0.003508772,0.01754386,0,0,Mar,2,5,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,1372,0.005405405,0.018918919,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,41,0,0,7,139,0.022222222,0.055555556,0,0,Mar,2,5,6,2,Returning_Visitor,TRUE,FALSE
4,74,2,629,149,5042.458059,0.003870968,0.007285123,18.36804916,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,288.5,0,0.0125,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,192,0,0.04,0,0,Mar,2,10,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,954.6666667,0,0.003846154,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,11,Returning_Visitor,FALSE,FALSE
2,74,0,0,13,429,0.013333333,0.040444444,0,0,Mar,2,4,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,1546.5,0,0.008333333,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE
2,45,0,0,9,96.46666667,0,0.018181818,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,112,0,0,9,198.8333333,0,0.006060606,0,0,Mar,3,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,8,181,0.075,0.1,0,0,Mar,3,2,1,13,Returning_Visitor,TRUE,FALSE
2,37,0,0,15,208.5,0,0.011764706,0,0,Mar,2,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,21,517.4238095,0.019047619,0.025,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,358.0666667,0,0.025,0,0,Mar,3,3,2,1,Returning_Visitor,FALSE,FALSE
1,5.5,0,0,22,339.25,0,0.026984127,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
3,50,0,0,13,796,0,0.013333333,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,1759.416667,0,0.002903226,0,0,Mar,2,2,4,2,Returning_Visitor,TRUE,FALSE
2,26,0,0,19,3277,0.015789474,0.037894737,0,0,Mar,2,2,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,265.1666667,0,0.046153846,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
5,113.5,0,0,13,437.2,0,0.002222222,0,0,Mar,1,8,4,11,New_Visitor,FALSE,FALSE
0,0,0,0,6,92,0,0.066666667,0,0,Mar,1,1,3,10,Returning_Visitor,FALSE,FALSE
3,279,0,0,0,0,0,0.05,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE
3,228,1,267.5,23,1266.267677,0.002197802,0.037765568,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,55,2,4,2,19,0,0.033333333,0,0,Mar,1,1,8,2,New_Visitor,FALSE,FALSE
6,112.5,0,0,47,1882.113409,0.004,0.019314286,17.527656,0,Mar,1,1,4,3,Returning_Visitor,FALSE,FALSE
1,17,0,0,12,616.4,0,0.018181818,0,0,Mar,1,1,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,155,0.04,0.053333333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,814.5,0,0.01,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,21,460.4166667,0.019047619,0.036507937,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,819.5,0,0.036,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
1,8.5,0,0,30,659.2,0,0.006451613,0,0,Mar,2,2,3,3,New_Visitor,TRUE,FALSE
0,0,0,0,5,427,0,0.04,0,0,Mar,3,3,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,766.5,0,0.0125,61.9395,0,Mar,2,2,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,5,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,2425,0,0.007142857,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
7,319.5,0,0,11,416.5,0,0.007142857,0,0,Mar,3,2,1,9,New_Visitor,TRUE,FALSE
0,0,0,0,15,638.6428571,0.003571429,0.053571429,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,132,8,445,0,0.014285714,0,0,Mar,3,2,4,14,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,81,0,0.025,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1985,0.03,0.055,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
5,97.5,0,0,24,758.1444444,0.04,0.059846154,0,0,Mar,3,2,2,1,Returning_Visitor,TRUE,FALSE
7,182.0833333,0,0,15,310.9,0,0.01,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
3,97,0,0,15,482,0.0125,0.025,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
3,34.83333333,0,0,30,709.8333333,0.026666667,0.046666667,0,0,Mar,1,1,2,1,Returning_Visitor,TRUE,FALSE
0,0,3,57,31,4547.166667,0.012903226,0.039247312,8.682741935,0,Mar,2,4,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,1040,0.077777778,0.116666667,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
