Session_ID,Purchase_Probability,Revenue,PageValues,Month,VisitorType,TrafficType,Region
11513,91.78%,True,44.443614,Dec,Returning_Visitor,1,2
2035,91.77%,True,26.12015415,Mar,Returning_Visitor,2,3
4872,91.73%,True,30.57647059,May,New_Visitor,4,1
7451,91.73%,True,20.10126693,Oct,New_Visitor,2,4
1517,91.70%,True,27.3063666,Mar,Returning_Visitor,2,1
3656,91.69%,True,50.9925,May,Returning_Visitor,1,1
4488,91.68%,True,49.39271642,May,Returning_Visitor,2,3
4244,91.68%,True,39.186,May,Returning_Visitor,3,3
643,91.65%,True,10.7929507,Mar,New_Visitor,2,2
7094,91.65%,True,27.8892456,Aug,Returning_Visitor,13,7
11550,91.65%,True,16.96317099,Nov,Returning_Visitor,11,1
8712,91.63%,True,38.92648303,Dec,Returning_Visitor,2,3
11572,91.62%,True,9.905143745,Dec,New_Visitor,2,1
5476,91.60%,True,8.424787355,Oct,Returning_Visitor,2,3
4959,91.59%,True,13.99,May,Returning_Visitor,2,7
6794,91.59%,True,4.78307258,Oct,Returning_Visitor,20,7
594,91.56%,True,35.99261538,Mar,Returning_Visitor,7,3
10577,91.55%,True,22.82159308,Nov,New_Visitor,8,1
11485,91.54%,True,47.99566725,Nov,Returning_Visitor,8,1
10320,91.53%,True,59.42458922,Nov,Returning_Visitor,8,1
11865,91.53%,True,1.178989949,Nov,Returning_Visitor,11,1
5396,91.51%,True,48.04726202,Oct,Returning_Visitor,4,1
6026,91.48%,True,153.5776975,Aug,Returning_Visitor,1,1
5006,91.46%,True,72.52076923,May,Returning_Visitor,4,1
3119,91.43%,True,32.80852174,May,New_Visitor,2,2
6119,91.42%,True,44.89345937,Oct,Returning_Visitor,20,1
7280,91.41%,False,70.2595851,Nov,Returning_Visitor,2,1
5374,91.40%,True,28.06804986,June,New_Visitor,11,6
4868,91.40%,True,54.53454545,May,New_Visitor,4,8
4794,91.36%,True,58.16727273,May,New_Visitor,5,1
2209,91.34%,True,143.2115385,May,Returning_Visitor,3,3
2758,91.29%,True,28.53153488,May,Returning_Visitor,13,4
1403,91.27%,True,22.88908649,Mar,New_Visitor,2,1
1921,91.27%,True,17.12545455,Mar,Returning_Visitor,1,1
8723,91.26%,True,9.0847678,Nov,Returning_Visitor,11,4
12148,91.25%,True,97.86083623,Nov,Returning_Visitor,3,1
10610,91.25%,True,8.024865728,Nov,Returning_Visitor,10,1
5542,91.24%,True,32.89701477,Oct,New_Visitor,2,2
6644,91.23%,True,154.0955389,Sep,New_Visitor,2,1
226,91.21%,True,17.76266667,Mar,Returning_Visitor,1,1
8177,91.20%,True,36.2003121,Nov,Returning_Visitor,11,1
9377,91.19%,True,108.0893873,Nov,Returning_Visitor,13,3
8465,91.18%,False,12.58590538,Nov,Returning_Visitor,8,3
5872,91.17%,True,32.9346011,Nov,New_Visitor,3,1
924,91.17%,True,33.53327578,Mar,Returning_Visitor,10,4
10542,91.16%,True,56.1773806,Nov,Returning_Visitor,10,1
6266,91.16%,False,15.13596148,Aug,Returning_Visitor,2,3
10886,91.13%,True,12.99938379,Nov,Returning_Visitor,8,6
7951,91.12%,True,60.51988521,Nov,Returning_Visitor,3,2
4738,91.10%,True,24.2865,May,New_Visitor,4,5
11030,91.08%,True,8.671344071,Dec,Other,20,9
7685,91.07%,False,21.26632526,Sep,Returning_Visitor,1,3
2208,91.07%,True,32.946,May,Returning_Visitor,4,4
5196,91.03%,True,17.37391304,May,Returning_Visitor,1,7
6173,91.02%,True,58.9241766,Aug,New_Visitor,4,3
5541,91.00%,True,4.856377111,Nov,Returning_Visitor,20,1
9294,91.00%,True,17.60939304,Nov,Returning_Visitor,8,1
6276,90.93%,True,88.84365062,Oct,Returning_Visitor,2,7
1535,90.84%,True,60.19477937,Mar,Returning_Visitor,2,9
6127,90.82%,True,38.12368584,June,Returning_Visitor,2,2
4450,90.82%,True,31.22,May,Returning_Visitor,4,8
9783,90.80%,True,32.81205711,Nov,Returning_Visitor,2,8
10522,90.79%,True,17.78922266,Nov,Returning_Visitor,10,1
8239,90.79%,True,42.74590431,Nov,Returning_Visitor,3,1
8931,90.75%,True,55.01131298,Nov,Returning_Visitor,2,1
10958,90.75%,True,29.34770837,Nov,Returning_Visitor,2,1
6233,90.74%,True,30.04921703,Sep,Returning_Visitor,2,3
1226,90.70%,True,45.7504,Mar,New_Visitor,10,1
2732,90.64%,True,34.4925,May,Returning_Visitor,4,8
4624,90.57%,False,32.43738462,May,Returning_Visitor,4,3
7783,90.57%,True,34.86423061,Nov,Returning_Visitor,2,3
8427,90.56%,True,17.50624004,Nov,Returning_Visitor,10,2
11507,90.55%,True,28.11367347,Nov,Returning_Visitor,1,3
1457,90.54%,True,261.4912857,Mar,New_Visitor,8,1
7562,90.49%,True,7.48051616,Jul,New_Visitor,2,2
10868,90.47%,True,9.964255807,Nov,Returning_Visitor,2,1
6513,90.41%,True,30.21969637,Sep,Returning_Visitor,4,6
2832,90.37%,True,39.81885714,May,New_Visitor,4,4
4807,90.36%,True,31.98,May,Returning_Visitor,3,8
9517,90.35%,True,46.308063,Nov,Returning_Visitor,2,1
7607,90.35%,True,3.70979448,Jul,Returning_Visitor,4,3
3265,90.31%,True,18.65333333,May,Returning_Visitor,2,8
638,90.30%,True,45.4316713,Mar,Returning_Visitor,2,1
6803,90.23%,True,15.89480154,Jul,Returning_Visitor,2,3
2447,90.21%,True,28.794,May,Returning_Visitor,11,1
5560,90.21%,True,41.64590199,Nov,Returning_Visitor,2,2
4441,90.19%,True,32.1908,May,Returning_Visitor,2,1
6158,90.18%,True,34.75023292,Jul,Returning_Visitor,2,1
7752,90.17%,True,36.14032284,Oct,Returning_Visitor,4,1
7493,90.16%,True,53.11442085,Nov,New_Visitor,2,4
3482,90.16%,True,30.52636364,May,Returning_Visitor,3,6
5551,90.14%,True,69.46239458,Oct,Returning_Visitor,4,1
8203,90.14%,True,24.872085,Dec,Returning_Visitor,2,7
6218,90.13%,True,17.79528223,Oct,Returning_Visitor,20,1
10778,90.13%,True,64.95645099,Dec,Returning_Visitor,20,9
10281,90.10%,True,43.77424082,Nov,Returning_Visitor,2,1
10351,90.08%,True,56.72227169,Nov,Returning_Visitor,2,1
8428,90.03%,True,48.0136549,Nov,Returning_Visitor,1,4
9698,90.02%,True,77.25951671,Nov,Returning_Visitor,3,9
7666,89.99%,True,20.74935126,Nov,Returning_Visitor,2,4
6073,89.93%,True,39.27673964,Aug,Returning_Visitor,2,1
10997,89.92%,True,13.26221446,Nov,Returning_Visitor,10,4
11654,89.89%,True,36.95500632,Nov,Returning_Visitor,3,1
3909,89.85%,True,48.868,May,Returning_Visitor,2,8
8158,89.83%,True,34.67841487,Nov,Returning_Visitor,10,1
8290,89.82%,True,28.79847144,Nov,Returning_Visitor,2,1
353,89.82%,True,9.227000967,Mar,Returning_Visitor,3,1
1937,89.82%,True,33.32834503,Mar,New_Visitor,8,1
9298,89.71%,True,65.29516039,Dec,Returning_Visitor,1,7
5180,89.68%,True,37.51854545,May,New_Visitor,4,3
1326,89.68%,True,23.83323089,Mar,Returning_Visitor,2,1
3318,89.67%,True,2.705833333,May,Returning_Visitor,4,6
5662,89.66%,True,13.91046998,Nov,Returning_Visitor,20,6
11273,89.65%,True,14.18391563,Nov,Returning_Visitor,2,1
5609,89.64%,True,27.19298393,Sep,New_Visitor,2,1
9451,89.61%,True,78.19779587,Nov,Returning_Visitor,13,1
6588,89.61%,True,44.35972562,June,Returning_Visitor,4,1
5458,89.57%,False,77.4579855,Nov,New_Visitor,2,7
5207,89.56%,True,113.1512195,May,New_Visitor,4,1
4375,89.53%,True,9.74025,May,New_Visitor,4,3
8269,89.53%,True,21.41943708,Nov,Returning_Visitor,11,8
11803,89.51%,True,39.29216261,Nov,Returning_Visitor,2,1
4945,89.48%,True,25.484,May,Returning_Visitor,6,1
10729,89.47%,True,12.09622118,Nov,Returning_Visitor,13,1
9742,89.44%,True,8.665280918,Nov,Returning_Visitor,2,1
3167,89.41%,True,23.62159091,May,Returning_Visitor,2,1
8360,89.34%,True,12.50325678,Nov,Returning_Visitor,3,3
8813,89.33%,False,17.78585727,Nov,Returning_Visitor,10,5
9165,89.28%,True,10.69237969,Nov,New_Visitor,2,1
4369,89.28%,True,63.891,May,Returning_Visitor,1,4
8183,89.22%,True,12.64606692,Nov,Returning_Visitor,2,1
5472,89.22%,True,44.85638692,Nov,New_Visitor,2,4
10312,89.18%,True,25.76598645,Nov,Returning_Visitor,10,1
12113,89.17%,False,5.468093499,Nov,Returning_Visitor,3,1
6121,89.16%,True,37.92414395,Aug,New_Visitor,2,6
6117,89.15%,False,40.43578994,Nov,New_Visitor,2,4
9246,89.14%,True,24.54706296,Nov,New_Visitor,2,3
11312,89.13%,True,11.77908986,Dec,New_Visitor,2,3
3538,89.13%,True,20.0031,May,Returning_Visitor,2,1
8314,89.08%,True,41.13336886,Dec,Returning_Visitor,2,4
7211,89.08%,True,12.83702398,Nov,Returning_Visitor,2,6
6463,89.07%,True,258.5498732,Sep,New_Visitor,2,3
5575,89.05%,True,16.36245374,Aug,New_Visitor,4,1
7807,89.03%,True,28.52395644,Jul,Returning_Visitor,2,5
7986,89.02%,True,25.27760515,Dec,Returning_Visitor,2,2
6998,89.00%,True,26.85210163,Oct,Returning_Visitor,4,7
9027,88.97%,True,81.19520286,Nov,Returning_Visitor,8,7
218,88.96%,True,35.0928,Mar,Returning_Visitor,1,5
5900,88.95%,True,32.52380772,Nov,Returning_Visitor,4,7
6109,88.94%,True,5.860439769,Sep,Returning_Visitor,2,7
8524,88.93%,True,21.88856759,Nov,Returning_Visitor,13,3
5702,88.92%,True,7.232201859,Nov,Returning_Visitor,20,1
8464,88.89%,True,3.178183427,Nov,Returning_Visitor,2,1
692,88.88%,True,19.71468924,Mar,Returning_Visitor,10,2
8392,88.88%,True,1.963592426,Nov,Returning_Visitor,10,3
9279,88.86%,True,8.896836973,Nov,Returning_Visitor,2,1
11401,88.85%,True,62.83957669,Nov,Returning_Visitor,6,1
9285,88.83%,True,131.5040438,Nov,Returning_Visitor,10,7
8191,88.78%,True,2.164809711,Nov,Returning_Visitor,2,1
605,88.75%,True,27.45138186,Mar,Returning_Visitor,2,1
2049,88.75%,True,11.51923077,May,New_Visitor,2,1
1172,88.70%,True,41.35007203,Mar,New_Visitor,2,1
11322,88.69%,True,76.79037287,Dec,Returning_Visitor,2,1
11808,88.68%,True,10.53591515,Nov,Returning_Visitor,10,1
741,88.67%,True,52.10818182,Mar,Returning_Visitor,2,1
9093,88.66%,True,70.33953705,Nov,Returning_Visitor,3,1
8888,88.64%,True,32.09724943,Nov,Returning_Visitor,2,1
2122,88.61%,True,16.82505,May,Returning_Visitor,4,1
11341,88.57%,True,2.51591586,Nov,Returning_Visitor,11,7
6673,88.54%,False,34.45943549,Nov,Returning_Visitor,2,1
3884,88.49%,True,42.89057143,May,Returning_Visitor,3,1
9574,88.41%,True,38.26667925,Nov,Returning_Visitor,3,8
8265,88.41%,True,35.79969486,Nov,Returning_Visitor,13,3
9561,88.40%,True,13.9750483,Nov,Returning_Visitor,13,1
8773,88.38%,False,44.92362122,Nov,Returning_Visitor,2,3
8282,88.35%,True,23.57537117,Nov,Returning_Visitor,11,3
10872,88.32%,True,16.61144026,Dec,New_Visitor,2,7
1011,88.31%,False,18.8649,Mar,Returning_Visitor,10,2
3285,88.31%,True,165.6204667,May,Returning_Visitor,4,8
5311,88.28%,True,49.01914286,May,Returning_Visitor,2,4
7197,88.25%,True,65.4726506,Aug,Returning_Visitor,1,4
7811,88.23%,True,34.48748308,Oct,New_Visitor,2,2
10582,88.23%,True,13.9394091,Nov,Returning_Visitor,1,1
7765,88.22%,True,59.33984611,Jul,Returning_Visitor,2,8
6933,88.22%,True,44.73610411,Oct,New_Visitor,2,7
7877,88.21%,True,16.95907848,Aug,Returning_Visitor,4,1
11511,88.21%,True,4.803305732,Nov,Returning_Visitor,10,1
1391,88.20%,True,64.6,Mar,Returning_Visitor,8,7
7876,88.17%,True,46.33991252,Sep,Returning_Visitor,2,7
833,88.17%,True,3.691344828,Mar,New_Visitor,8,1
9808,88.12%,True,9.055465887,Nov,Returning_Visitor,2,1
1771,88.12%,False,40.76128,Mar,New_Visitor,2,3
8908,88.11%,True,10.73461716,Nov,New_Visitor,8,3
9203,88.10%,True,4.213364204,Nov,Returning_Visitor,1,1
10772,88.09%,True,214.3066627,Nov,Returning_Visitor,2,1
10100,88.09%,True,44.69642794,Nov,Returning_Visitor,2,1
8775,88.06%,True,8.898618695,Nov,Returning_Visitor,10,1
3231,88.06%,False,26.8752,May,Returning_Visitor,4,1
11006,88.06%,True,25.57242933,Nov,Returning_Visitor,2,1
1939,88.04%,True,6.284044913,Mar,Returning_Visitor,2,1
1029,88.04%,True,35.10378279,Mar,Returning_Visitor,2,2
11213,88.02%,True,60.01343064,Dec,Returning_Visitor,1,1
4547,88.02%,False,26.985,May,Returning_Visitor,5,1
2069,87.99%,False,17.991,May,Returning_Visitor,4,1
9166,87.97%,True,23.51599702,Nov,Returning_Visitor,10,6
3141,87.96%,True,25.41321429,May,Returning_Visitor,2,1
6715,87.96%,True,112.4141272,Oct,Returning_Visitor,5,1
1861,87.95%,True,45.8293144,Mar,New_Visitor,2,1
4587,87.93%,True,33.84778378,May,New_Visitor,2,7
7979,87.91%,True,3.364060957,Nov,Returning_Visitor,2,1
8009,87.90%,False,76.7809411,Nov,Returning_Visitor,2,9
9247,87.87%,True,1.483210939,Nov,Returning_Visitor,2,1
10672,87.86%,True,52.74177636,Dec,Returning_Visitor,10,5
2835,87.86%,False,29.77472727,May,New_Visitor,2,1
8530,87.86%,True,21.83420125,Nov,Returning_Visitor,2,1
10976,87.85%,True,14.1273698,Nov,Returning_Visitor,2,2
8884,87.84%,True,9.131386805,Nov,Returning_Visitor,2,1
10536,87.84%,True,33.85339122,Nov,Returning_Visitor,2,1
5425,87.83%,True,19.71529542,Nov,Returning_Visitor,13,1
7292,87.82%,True,15.06586317,Nov,Returning_Visitor,2,5
7325,87.82%,True,62.77367187,Sep,New_Visitor,3,1
8303,87.81%,True,8.191922892,Nov,Returning_Visitor,2,1
1013,87.78%,True,30.65045455,Mar,Returning_Visitor,1,2
5205,87.77%,True,68.85704348,May,Returning_Visitor,3,1
9750,87.76%,True,3.651726351,Nov,Returning_Visitor,10,3
10659,87.74%,True,15.84839963,Nov,Other,3,9
5111,87.73%,True,22.45821429,May,New_Visitor,2,3
8197,87.66%,True,14.77221948,Nov,Returning_Visitor,10,4
5593,87.66%,True,1.401949127,Jul,Returning_Visitor,1,7
612,87.66%,True,17.84230699,Mar,Returning_Visitor,2,1
11025,87.54%,True,11.65996434,Nov,Returning_Visitor,2,1
6322,87.51%,True,117.6165932,Sep,Returning_Visitor,2,3
7687,87.49%,True,21.47142017,Aug,Returning_Visitor,6,7
8469,87.49%,True,2.626909076,Nov,Returning_Visitor,10,1
406,87.49%,True,15.88906362,Mar,Returning_Visitor,9,1
11202,87.48%,True,3.801288988,Nov,Returning_Visitor,6,1
10505,87.47%,True,1.37270775,Nov,Returning_Visitor,2,1
10825,87.46%,True,2.907879344,Nov,Returning_Visitor,10,1
7677,87.46%,True,5.091914289,Nov,Returning_Visitor,1,3
8609,87.45%,True,29.04476648,Nov,Returning_Visitor,6,1
8175,87.40%,True,12.96520279,Nov,Returning_Visitor,2,1
10262,87.40%,True,3.464444066,Nov,Returning_Visitor,2,1
9154,87.38%,True,48.6094789,Nov,Returning_Visitor,2,1
5013,87.35%,False,17.94797101,May,Returning_Visitor,2,5
8557,87.30%,True,68.91364255,Nov,Returning_Visitor,11,7
6669,87.30%,True,20.08902391,Nov,Returning_Visitor,1,5
11665,87.26%,False,45.05554866,Nov,Returning_Visitor,1,1
7692,87.23%,True,36.31643173,Sep,Returning_Visitor,2,2
9368,87.22%,True,19.34978396,Nov,Returning_Visitor,10,3
5561,87.22%,False,22.53693712,Jul,New_Visitor,2,6
7497,87.20%,True,47.12454606,Nov,Returning_Visitor,2,1
274,87.18%,True,38.99,Mar,Returning_Visitor,3,1
9282,87.17%,True,8.533928457,Nov,Returning_Visitor,1,4
10632,87.14%,True,40.51760545,Nov,Returning_Visitor,3,1
3155,87.14%,False,45.69873563,May,Returning_Visitor,5,4
7545,87.09%,True,32.22252197,Sep,New_Visitor,5,3
5380,87.09%,True,204.0079491,Nov,Returning_Visitor,4,1
12099,87.08%,True,64.72238907,Nov,Returning_Visitor,1,1
8440,87.08%,True,6.664239119,Nov,Returning_Visitor,2,1
8887,87.04%,True,10.36159616,Nov,Returning_Visitor,2,1
10717,87.03%,True,14.15437174,Nov,Returning_Visitor,10,1
7810,87.03%,False,17.68865669,Jul,Returning_Visitor,2,2
8728,87.03%,True,2.982410939,Nov,Returning_Visitor,2,1
9670,87.02%,True,42.7752197,Nov,Returning_Visitor,2,2
3081,87.01%,True,39.27145714,May,Returning_Visitor,6,6
11035,86.97%,True,1.125146064,Nov,Returning_Visitor,11,2
8802,86.96%,True,3.940422761,Dec,Returning_Visitor,10,1
11384,86.95%,True,54.76629511,Dec,Returning_Visitor,2,1
8240,86.94%,True,10.58098677,Nov,Returning_Visitor,8,3
9743,86.94%,True,9.331744184,Dec,New_Visitor,2,4
2554,86.93%,True,101.3721739,May,Returning_Visitor,4,1
9397,86.92%,False,15.95538838,Nov,Returning_Visitor,2,1
9975,86.92%,True,5.667450916,Nov,Returning_Visitor,2,1
1481,86.91%,True,8.631719512,Mar,Returning_Visitor,7,2
7421,86.90%,True,31.49043616,June,Returning_Visitor,2,5
2564,86.90%,False,33.196,May,Returning_Visitor,2,1
8789,86.87%,True,1.589329821,Nov,Returning_Visitor,2,2
7518,86.85%,True,23.76322043,Nov,Returning_Visitor,3,6
8680,86.84%,True,14.54270238,Nov,New_Visitor,2,9
1746,86.83%,True,11.48461765,Mar,Returning_Visitor,9,1
7874,86.80%,True,45.82834797,Sep,Returning_Visitor,3,1
1955,86.79%,True,10.782,Mar,Returning_Visitor,2,1
5282,86.79%,True,32.02714286,May,Returning_Visitor,2,1
9446,86.78%,True,93.52994426,Nov,Returning_Visitor,2,1
2529,86.74%,True,34.34857143,May,New_Visitor,1,7
8819,86.71%,True,7.513426372,Nov,Returning_Visitor,2,1
3347,86.71%,False,15.3956,May,Returning_Visitor,2,3
2173,86.71%,False,43.19228571,May,Returning_Visitor,4,3
7668,86.70%,True,36.07906944,Oct,Returning_Visitor,3,9
7411,86.69%,True,23.79060609,Aug,New_Visitor,3,8
10731,86.69%,False,9.419346491,Nov,Returning_Visitor,2,1
2730,86.68%,True,30.269375,May,New_Visitor,2,4
10690,86.68%,True,38.19240444,Nov,Returning_Visitor,1,8
3387,86.68%,False,23.5144,May,Returning_Visitor,2,7
6365,86.67%,True,36.26141924,Oct,Returning_Visitor,1,3
7774,86.66%,True,44.35848718,Oct,Returning_Visitor,2,1
10960,86.63%,True,34.29431289,Dec,New_Visitor,2,1
9577,86.59%,True,14.10739957,Nov,Returning_Visitor,11,3
724,86.59%,True,4.667079268,Mar,Returning_Visitor,10,2
10425,86.58%,True,25.03946022,Nov,New_Visitor,3,1
4169,86.58%,True,17.05922581,May,Returning_Visitor,4,3
5127,86.55%,True,3.663617021,May,Returning_Visitor,2,3
771,86.54%,True,15.66445171,Mar,Returning_Visitor,10,4
5647,86.53%,True,16.72561819,Aug,Returning_Visitor,3,1
10566,86.52%,True,8.920900783,Nov,Returning_Visitor,2,1
8365,86.51%,True,5.911452178,Nov,Returning_Visitor,2,1
1456,86.48%,True,14.89210837,Mar,Returning_Visitor,2,7
2125,86.47%,True,20.39448649,May,Returning_Visitor,4,3
9042,86.47%,True,44.1286184,Nov,Returning_Visitor,2,2
12109,86.44%,False,17.49721917,Nov,New_Visitor,2,1
4477,86.42%,True,47.26060606,May,Returning_Visitor,6,4
6479,86.40%,True,16.1722885,Nov,Returning_Visitor,3,3
9125,86.40%,True,5.312300227,Nov,Returning_Visitor,2,1
1988,86.40%,True,44.73466667,Mar,Returning_Visitor,2,6
2503,86.38%,True,23.554375,May,Returning_Visitor,2,1
3468,86.38%,False,22.2993913,May,Returning_Visitor,2,6
687,86.36%,True,20.97144,Mar,Returning_Visitor,8,3
1876,86.34%,True,20.85956757,Mar,New_Visitor,10,9
11834,86.32%,True,38.83384563,Dec,Returning_Visitor,1,4
6595,86.32%,True,113.3238614,Oct,Returning_Visitor,2,9
9969,86.31%,True,4.970219813,Nov,Returning_Visitor,10,4
5521,86.28%,False,10.99901844,Sep,Returning_Visitor,1,4
2916,86.25%,True,18.08584615,May,New_Visitor,5,5
11861,86.24%,True,6.708900602,Dec,Returning_Visitor,2,3
3810,86.20%,True,19.78533333,May,Returning_Visitor,1,4
1086,86.18%,True,33.14784917,Mar,Returning_Visitor,10,9
8498,86.17%,True,41.2169154,Nov,Returning_Visitor,10,3
8173,86.15%,True,45.41882207,Nov,Returning_Visitor,2,3
10409,86.11%,True,37.02263046,Nov,Returning_Visitor,3,3
10285,86.11%,True,77.801588,Dec,New_Visitor,2,1
9765,86.10%,False,3.359435653,Nov,Returning_Visitor,2,1
3413,86.08%,True,30.4615873,May,Returning_Visitor,2,9
9682,86.08%,True,4.84736534,Dec,Returning_Visitor,2,1
7346,86.04%,True,37.72031898,Oct,Returning_Visitor,2,4
1628,86.00%,True,15.43344,Mar,Returning_Visitor,2,1
10388,85.99%,True,12.360043,Nov,Returning_Visitor,1,3
11011,85.98%,True,9.69917706,Nov,Returning_Visitor,10,1
10309,85.97%,True,25.05062136,Nov,Returning_Visitor,2,1
7789,85.96%,True,42.93595137,Oct,Returning_Visitor,7,1
10698,85.96%,True,52.03463312,Dec,Returning_Visitor,8,3
790,85.95%,True,44.61199852,Mar,Returning_Visitor,9,4
3457,85.94%,True,30.01288235,May,Returning_Visitor,2,4
1737,85.94%,True,7.141428571,Mar,Returning_Visitor,2,7
8952,85.93%,True,20.06500939,Nov,Returning_Visitor,2,1
7459,85.93%,True,16.77416803,Oct,Returning_Visitor,2,6
10036,85.92%,True,13.49031898,Nov,Returning_Visitor,13,1
10723,85.91%,True,112.6661365,Nov,Returning_Visitor,2,1
9009,85.86%,True,5.364419268,Nov,Returning_Visitor,1,1
4925,85.85%,True,80.118,May,New_Visitor,3,3
12067,85.85%,True,5.648688126,Nov,Returning_Visitor,8,3
2217,85.83%,True,13.07329412,May,Returning_Visitor,4,6
4435,85.79%,True,15.9468,May,Returning_Visitor,1,3
6561,85.76%,True,113.9293434,Sep,Returning_Visitor,2,1
4331,85.76%,True,26.65777778,May,Returning_Visitor,1,3
10391,85.75%,True,10.59423174,Nov,Returning_Visitor,3,1
12024,85.74%,True,9.078681618,Nov,Returning_Visitor,2,1
12066,85.72%,False,2.122731861,Nov,Returning_Visitor,2,1
9806,85.72%,True,84.87572674,Nov,New_Visitor,2,3
7012,85.69%,True,36.70369311,Oct,Returning_Visitor,20,1
102,85.68%,True,17.53595893,Feb,Returning_Visitor,4,7
8421,85.62%,False,9.429362483,Nov,Returning_Visitor,2,4
1740,85.59%,True,27.23866195,Mar,Returning_Visitor,2,2
10338,85.59%,True,16.81772593,Nov,Returning_Visitor,2,3
10447,85.59%,True,54.16451768,Nov,Returning_Visitor,2,7
5805,85.59%,True,14.63523974,Nov,Returning_Visitor,3,1
5024,85.49%,True,20.13555556,May,Returning_Visitor,2,3
10999,85.48%,False,6.135982448,Nov,Returning_Visitor,2,5
1165,85.48%,True,0.120699914,Mar,Returning_Visitor,8,1
2739,85.45%,False,20.394,May,Returning_Visitor,13,7
5902,85.40%,True,24.12558571,June,Returning_Visitor,3,6
1123,85.39%,True,12.3578472,Mar,Returning_Visitor,6,3
10630,85.37%,True,25.74700712,Nov,Returning_Visitor,2,1
11438,85.35%,True,1.26665917,Nov,Returning_Visitor,2,1
8491,85.33%,True,21.05431578,Dec,Returning_Visitor,2,1
11634,85.33%,True,11.32556227,Nov,Returning_Visitor,2,1
4902,85.32%,True,30.3236,May,Returning_Visitor,4,1
4893,85.31%,False,67.73686486,May,Returning_Visitor,3,1
11155,85.31%,True,22.13419743,Dec,Returning_Visitor,2,3
7745,85.30%,True,18.84993357,Oct,New_Visitor,2,1
1862,85.28%,True,12.53314286,Mar,Returning_Visitor,3,6
5308,85.28%,True,15.3956,May,Returning_Visitor,1,3
10107,85.27%,True,8.969447973,Nov,Returning_Visitor,1,3
7663,85.26%,True,17.81649911,Oct,Returning_Visitor,2,1
7007,85.26%,True,10.19295165,Nov,Returning_Visitor,2,6
9642,85.24%,True,15.56462164,Nov,Returning_Visitor,2,1
11540,85.16%,True,77.97458009,Dec,Returning_Visitor,2,4
4255,85.15%,True,7.609371429,May,Returning_Visitor,3,6
8296,85.10%,True,37.05600958,Nov,Returning_Visitor,2,3
11421,85.09%,True,14.94379331,Nov,Returning_Visitor,2,1
1922,85.06%,True,9.053081561,Mar,Returning_Visitor,1,1
3078,85.06%,True,80.04344186,May,Returning_Visitor,4,1
7634,85.06%,False,4.718931118,Oct,Returning_Visitor,2,2
4609,85.05%,True,27.664,May,Returning_Visitor,6,2
11938,85.02%,True,16.43637285,Nov,Returning_Visitor,2,1
10980,85.00%,False,5.376740585,Nov,Returning_Visitor,2,1
9879,84.99%,False,8.174728678,Nov,Returning_Visitor,8,1
2898,84.98%,True,25.194,May,Returning_Visitor,4,3
6652,84.98%,True,22.9772856,Nov,Returning_Visitor,13,2
11982,84.96%,True,5.45243266,Nov,Returning_Visitor,2,1
7967,84.96%,True,37.21183634,Nov,Returning_Visitor,3,1
6793,84.90%,True,37.86167396,Nov,Returning_Visitor,3,3
9748,84.87%,True,20.15710234,Nov,Returning_Visitor,2,1
12188,84.86%,True,1.582473154,Nov,Returning_Visitor,2,1
7766,84.85%,True,36.65735004,Jul,New_Visitor,2,6
11240,84.80%,True,23.27552205,Nov,Returning_Visitor,2,1
2269,84.79%,True,12.63441176,May,New_Visitor,3,1
7404,84.79%,True,3.92827844,Sep,Returning_Visitor,4,1
8812,84.78%,True,19.27621155,Nov,Returning_Visitor,2,1
8582,84.75%,True,102.4922188,Nov,Returning_Visitor,1,2
6222,84.75%,True,23.15073799,Oct,New_Visitor,5,3
4849,84.72%,True,109.5876,May,Returning_Visitor,6,7
8257,84.71%,True,6.229994739,Nov,Returning_Visitor,2,1
6439,84.71%,True,10.7869918,Aug,Returning_Visitor,1,2
3557,84.70%,True,36.51581481,May,Returning_Visitor,2,1
5909,84.69%,False,11.27445733,Nov,Returning_Visitor,2,1
2021,84.66%,True,91.98,Mar,Returning_Visitor,1,3
11993,84.64%,True,40.72562976,Dec,New_Visitor,2,1
7013,84.64%,True,32.41773364,Oct,Returning_Visitor,2,4
10287,84.57%,True,60.42298474,Nov,Returning_Visitor,2,1
11620,84.57%,True,16.64099403,Nov,Returning_Visitor,2,1
1800,84.56%,True,39.7173,Mar,Returning_Visitor,2,1
1831,84.56%,False,10.32166068,Mar,Returning_Visitor,2,1
4528,84.56%,True,16.10052632,May,Returning_Visitor,5,2
9480,84.54%,False,67.39709637,Nov,Returning_Visitor,2,3
2524,84.53%,False,57.584,May,Returning_Visitor,4,1
10180,84.53%,True,3.187495058,Nov,Returning_Visitor,8,5
9192,84.51%,True,18.61684302,Nov,Returning_Visitor,2,6
5881,84.51%,True,31.99181419,Oct,Returning_Visitor,2,1
11484,84.46%,False,0.651781814,Nov,Returning_Visitor,2,1
961,84.45%,True,13.46406308,Mar,Returning_Visitor,8,3
8714,84.43%,True,33.11000268,Nov,Returning_Visitor,2,1
6542,84.42%,True,18.30205576,Sep,Returning_Visitor,1,2
318,84.42%,True,7.103020833,Mar,Returning_Visitor,1,6
3068,84.42%,True,12.55885714,May,Returning_Visitor,2,7
7642,84.40%,True,20.65287956,Oct,Returning_Visitor,2,3
