Session_ID,Purchase_Probability,Revenue,PageValues,Month,VisitorType,TrafficType,Region,Purchase_Probability_Clean,Cluster,Cluster_Name
10598,95.37%,True,42.422531,Dec,Returning_Visitor,2,9,0.9537,0,VIP/Ready to Buy
1630,95.37%,True,18.02533,Mar,Returning_Visitor,2,1,0.9537,1,Returning Buyers
1301,95.37%,True,28.05094335,Mar,New_Visitor,8,1,0.9537,0,VIP/Ready to Buy
7885,95.36%,True,11.80891356,June,Returning_Visitor,2,1,0.9536,1,Returning Buyers
6864,95.36%,True,53.88782441,Nov,New_Visitor,5,1,0.9536,0,VIP/Ready to Buy
11164,95.34%,True,40.42327574,Nov,Returning_Visitor,2,7,0.9534,0,VIP/Ready to Buy
8130,95.31%,True,25.25564195,Dec,New_Visitor,2,7,0.9531000000000001,1,Returning Buyers
3887,95.28%,True,107.2170213,May,Returning_Visitor,4,2,0.9528,0,VIP/Ready to Buy
6307,95.26%,True,35.34967016,Sep,Returning_Visitor,2,3,0.9526,0,VIP/Ready to Buy
9442,95.25%,True,97.9922066,Nov,Returning_Visitor,2,2,0.9525,0,VIP/Ready to Buy
7183,95.21%,True,14.37785831,Sep,New_Visitor,6,1,0.9521,1,Returning Buyers
4479,95.20%,True,35.98,May,Returning_Visitor,4,3,0.9520000000000001,0,VIP/Ready to Buy
8993,95.19%,True,17.5336164,Nov,New_Visitor,10,6,0.9519,1,Returning Buyers
6499,95.19%,True,70.31635146,Nov,New_Visitor,2,3,0.9519,0,VIP/Ready to Buy
9026,95.16%,True,61.20406619,Nov,Returning_Visitor,10,2,0.9516,0,VIP/Ready to Buy
3526,95.16%,True,54.21806897,May,Returning_Visitor,2,1,0.9516,0,VIP/Ready to Buy
2221,95.16%,True,33.9612,May,Returning_Visitor,6,1,0.9516,0,VIP/Ready to Buy
6356,95.13%,True,21.47899475,Oct,Returning_Visitor,20,6,0.9512999999999999,1,Returning Buyers
5114,95.08%,True,23.388,May,Returning_Visitor,1,3,0.9508,1,Returning Buyers
9001,95.06%,True,19.18108767,Dec,New_Visitor,2,3,0.9506,1,Returning Buyers
6057,95.04%,True,33.22292729,Jul,Returning_Visitor,2,1,0.9504,0,VIP/Ready to Buy
2636,95.03%,True,44.29661538,May,New_Visitor,2,1,0.9503,0,VIP/Ready to Buy
6417,95.02%,True,22.15399132,Nov,Returning_Visitor,3,7,0.9501999999999999,1,Returning Buyers
11268,95.00%,True,44.06491359,Nov,Returning_Visitor,2,6,0.95,0,VIP/Ready to Buy
2539,94.97%,True,146.23875,May,New_Visitor,2,5,0.9497,0,VIP/Ready to Buy
6179,94.97%,False,34.5222117,Oct,Returning_Visitor,2,1,0.9497,0,VIP/Ready to Buy
10433,94.96%,True,60.73155753,Nov,Returning_Visitor,10,1,0.9495999999999999,0,VIP/Ready to Buy
7278,94.96%,True,34.03997536,June,New_Visitor,5,1,0.9495999999999999,0,VIP/Ready to Buy
7852,94.92%,True,20.82613173,Nov,Returning_Visitor,5,2,0.9492,1,Returning Buyers
3142,94.90%,True,51.176,May,Returning_Visitor,1,1,0.9490000000000001,0,VIP/Ready to Buy
293,94.90%,True,59.79014286,Mar,Returning_Visitor,3,1,0.9490000000000001,0,VIP/Ready to Buy
7565,94.89%,True,22.65617015,Oct,New_Visitor,2,6,0.9489,1,Returning Buyers
6530,94.89%,True,45.71146255,Aug,Returning_Visitor,4,1,0.9489,0,VIP/Ready to Buy
6819,94.80%,True,17.62211147,Nov,New_Visitor,2,4,0.948,1,Returning Buyers
2023,94.80%,True,11.99264025,Mar,Returning_Visitor,2,1,0.948,1,Returning Buyers
1885,94.77%,True,14.0292,Mar,New_Visitor,2,9,0.9477,1,Returning Buyers
2059,94.77%,True,14.6895,May,Returning_Visitor,5,1,0.9477,1,Returning Buyers
6732,94.74%,True,92.97624144,Oct,Returning_Visitor,2,7,0.9473999999999999,0,VIP/Ready to Buy
1528,94.74%,True,20.91831644,Mar,New_Visitor,2,1,0.9473999999999999,1,Returning Buyers
11625,94.73%,True,51.86660251,Nov,New_Visitor,2,3,0.9473,0,VIP/Ready to Buy
3349,94.70%,True,11.13171429,May,New_Visitor,3,1,0.9470000000000001,1,Returning Buyers
3470,94.69%,True,35.091,May,Returning_Visitor,2,1,0.9469,0,VIP/Ready to Buy
4219,94.67%,True,50.388,May,New_Visitor,5,1,0.9467,0,VIP/Ready to Buy
4636,94.67%,True,20.88818182,May,Returning_Visitor,2,1,0.9467,1,Returning Buyers
4380,94.67%,True,26.98,May,Returning_Visitor,2,3,0.9467,0,VIP/Ready to Buy
7718,94.66%,True,57.03508179,Aug,Returning_Visitor,1,4,0.9466,0,VIP/Ready to Buy
6883,94.65%,True,68.32050059,Aug,New_Visitor,2,5,0.9465,0,VIP/Ready to Buy
8349,94.65%,True,218.8649096,Dec,New_Visitor,3,5,0.9465,0,VIP/Ready to Buy
9869,94.63%,True,43.89691103,Nov,New_Visitor,2,1,0.9462999999999999,0,VIP/Ready to Buy
11568,94.61%,True,87.9029606,Dec,Other,20,9,0.9460999999999999,0,VIP/Ready to Buy
5410,94.54%,True,106.2525169,Nov,Returning_Visitor,2,9,0.9454,0,VIP/Ready to Buy
5567,94.53%,True,43.29821166,Aug,Returning_Visitor,5,6,0.9453,0,VIP/Ready to Buy
3525,94.52%,True,56.35884615,May,Returning_Visitor,19,1,0.9451999999999999,0,VIP/Ready to Buy
9061,94.51%,True,40.4014481,Dec,Returning_Visitor,2,9,0.9451,0,VIP/Ready to Buy
8587,94.49%,True,49.72830378,Nov,Returning_Visitor,8,1,0.9449,0,VIP/Ready to Buy
2228,94.48%,True,44.47733333,May,New_Visitor,4,1,0.9448000000000001,0,VIP/Ready to Buy
1010,94.47%,True,10.83431037,Mar,New_Visitor,8,6,0.9447,1,Returning Buyers
10059,94.46%,True,9.0847678,Nov,Returning_Visitor,11,4,0.9445999999999999,1,Returning Buyers
9828,94.45%,True,16.1585582,Nov,Returning_Visitor,2,1,0.9445,1,Returning Buyers
2026,94.42%,True,39.85866667,Mar,Returning_Visitor,2,1,0.9442,0,VIP/Ready to Buy
6079,94.41%,True,60.58437066,Nov,New_Visitor,2,3,0.9440999999999999,0,VIP/Ready to Buy
8531,94.39%,True,52.28491058,Dec,New_Visitor,2,3,0.9439,0,VIP/Ready to Buy
12143,94.36%,True,42.03044096,Nov,Returning_Visitor,2,3,0.9436,0,VIP/Ready to Buy
3740,94.35%,True,14.55428571,May,Returning_Visitor,2,3,0.9434999999999999,1,Returning Buyers
9919,94.33%,True,19.37005896,Dec,Returning_Visitor,1,4,0.9433,1,Returning Buyers
9261,94.32%,True,21.2112655,Nov,New_Visitor,10,1,0.9431999999999999,1,Returning Buyers
851,94.31%,True,75.06781572,Mar,New_Visitor,10,6,0.9431,0,VIP/Ready to Buy
3132,94.30%,True,60.34235294,May,Returning_Visitor,3,1,0.943,0,VIP/Ready to Buy
4208,94.29%,True,18.27428571,May,Returning_Visitor,4,1,0.9429000000000001,1,Returning Buyers
414,94.20%,True,11.9955404,Mar,Returning_Visitor,3,1,0.9420000000000001,1,Returning Buyers
7474,94.18%,True,45.92878029,Nov,Returning_Visitor,20,2,0.9418000000000001,0,VIP/Ready to Buy
1272,94.16%,True,53.25533333,Mar,Returning_Visitor,2,1,0.9416,0,VIP/Ready to Buy
9474,94.15%,True,5.1680996,Nov,Returning_Visitor,2,1,0.9415,1,Returning Buyers
6192,94.12%,True,94.01683315,Nov,New_Visitor,2,3,0.9412,0,VIP/Ready to Buy
9606,94.05%,True,13.1168283,Dec,New_Visitor,2,1,0.9405,1,Returning Buyers
8645,94.04%,True,47.44850792,Nov,Returning_Visitor,10,1,0.9404,0,VIP/Ready to Buy
7991,94.03%,True,42.23025869,Dec,Returning_Visitor,1,3,0.9403,0,VIP/Ready to Buy
5154,94.02%,True,40.87111111,May,Returning_Visitor,4,3,0.9401999999999999,0,VIP/Ready to Buy
11830,94.01%,True,34.27708553,Nov,Returning_Visitor,10,1,0.9401,0,VIP/Ready to Buy
9403,93.99%,True,8.754045182,Dec,New_Visitor,2,7,0.9399,1,Returning Buyers
2727,93.98%,True,47.93128205,May,New_Visitor,2,3,0.9398000000000001,0,VIP/Ready to Buy
11516,93.95%,True,87.74978701,Dec,Returning_Visitor,8,1,0.9395,0,VIP/Ready to Buy
10990,93.94%,True,16.7293697,Dec,New_Visitor,2,3,0.9394,1,Returning Buyers
7696,93.91%,True,30.20357704,Nov,Returning_Visitor,2,3,0.9390999999999999,0,VIP/Ready to Buy
4391,93.85%,True,55.485,May,Returning_Visitor,2,4,0.9384999999999999,0,VIP/Ready to Buy
9621,93.81%,True,77.10821943,Nov,New_Visitor,8,1,0.9381,0,VIP/Ready to Buy
10432,93.78%,True,15.75636267,Nov,Returning_Visitor,3,4,0.9378,1,Returning Buyers
3168,93.77%,True,36.65444444,May,New_Visitor,2,2,0.9377,0,VIP/Ready to Buy
1680,93.72%,True,52.70052142,Mar,Returning_Visitor,11,1,0.9372,0,VIP/Ready to Buy
8706,93.70%,True,255.5691579,Nov,Returning_Visitor,8,2,0.937,0,VIP/Ready to Buy
2037,93.65%,True,24.75047619,Mar,New_Visitor,2,1,0.9365000000000001,1,Returning Buyers
4064,93.64%,True,32.382,May,Returning_Visitor,1,2,0.9364,0,VIP/Ready to Buy
3618,93.63%,True,10.51809524,May,Returning_Visitor,4,7,0.9362999999999999,1,Returning Buyers
2785,93.60%,True,34.25336842,May,Returning_Visitor,11,3,0.9359999999999999,0,VIP/Ready to Buy
3874,93.59%,True,31.75846154,May,Returning_Visitor,6,9,0.9359000000000001,0,VIP/Ready to Buy
11893,93.59%,True,12.18867006,Dec,New_Visitor,2,1,0.9359000000000001,1,Returning Buyers
3338,93.58%,True,22.12888889,May,Returning_Visitor,4,1,0.9358,1,Returning Buyers
4494,93.56%,True,17.541,May,Returning_Visitor,4,2,0.9356,1,Returning Buyers
5719,93.55%,True,32.73061637,Jul,Returning_Visitor,2,3,0.9355,0,VIP/Ready to Buy
5970,93.55%,False,63.55337685,Jul,Returning_Visitor,4,4,0.9355,0,VIP/Ready to Buy
9856,93.54%,True,14.1374752,Nov,New_Visitor,3,2,0.9354,1,Returning Buyers
11739,93.52%,True,141.4590538,Nov,Returning_Visitor,2,1,0.9351999999999999,0,VIP/Ready to Buy
11276,93.47%,True,136.937958,Dec,Other,20,9,0.9347,0,VIP/Ready to Buy
7485,93.43%,False,26.18180656,Jul,New_Visitor,2,1,0.9343,0,VIP/Ready to Buy
7533,93.43%,True,64.2879309,Aug,Returning_Visitor,2,1,0.9343,0,VIP/Ready to Buy
9551,93.43%,True,12.45078371,Nov,New_Visitor,8,2,0.9343,1,Returning Buyers
4691,93.43%,True,23.13,May,Returning_Visitor,2,1,0.9343,1,Returning Buyers
1234,93.38%,True,35.49,Mar,Returning_Visitor,1,3,0.9338,0,VIP/Ready to Buy
11692,93.35%,True,46.06937312,Dec,Other,20,9,0.9335,0,VIP/Ready to Buy
10142,93.35%,True,23.00194502,Dec,New_Visitor,2,1,0.9335,1,Returning Buyers
9170,93.34%,True,143.4766783,Dec,New_Visitor,2,9,0.9334,0,VIP/Ready to Buy
6132,93.31%,True,54.9950922,Jul,Returning_Visitor,1,1,0.9331,0,VIP/Ready to Buy
6941,93.29%,True,79.51302667,Oct,New_Visitor,3,1,0.9329000000000001,0,VIP/Ready to Buy
3325,93.29%,True,56.32466667,May,Returning_Visitor,3,1,0.9329000000000001,0,VIP/Ready to Buy
2962,93.24%,True,79.182,May,Returning_Visitor,1,1,0.9323999999999999,0,VIP/Ready to Buy
12086,93.16%,True,50.81417971,Dec,New_Visitor,2,7,0.9316,0,VIP/Ready to Buy
6868,93.13%,True,17.36252324,Sep,New_Visitor,4,2,0.9312999999999999,1,Returning Buyers
9779,93.13%,True,32.90611766,Dec,Returning_Visitor,1,4,0.9312999999999999,0,VIP/Ready to Buy
2873,93.07%,True,49.54827273,May,Returning_Visitor,2,4,0.9307,0,VIP/Ready to Buy
292,93.00%,True,44.67925,Mar,Returning_Visitor,7,1,0.93,0,VIP/Ready to Buy
5065,92.96%,True,22.738,May,New_Visitor,2,4,0.9296,1,Returning Buyers
11057,92.94%,True,53.73655336,Nov,Returning_Visitor,8,1,0.9294,0,VIP/Ready to Buy
3835,92.94%,True,45.6125,May,New_Visitor,2,7,0.9294,0,VIP/Ready to Buy
9966,92.90%,True,88.80448992,Dec,Returning_Visitor,2,1,0.929,0,VIP/Ready to Buy
10414,92.87%,True,59.51850423,Dec,New_Visitor,2,1,0.9287000000000001,0,VIP/Ready to Buy
10148,92.87%,True,60.62885042,Nov,New_Visitor,2,1,0.9287000000000001,0,VIP/Ready to Buy
11324,92.86%,True,10.21771151,Nov,Returning_Visitor,11,1,0.9286,1,Returning Buyers
6437,92.84%,True,45.63345378,Oct,New_Visitor,2,1,0.9284,0,VIP/Ready to Buy
7730,92.81%,True,47.7917708,Sep,New_Visitor,3,6,0.9281,0,VIP/Ready to Buy
11261,92.79%,True,32.3171163,Nov,Returning_Visitor,3,5,0.9279000000000001,0,VIP/Ready to Buy
6997,92.75%,True,83.10114264,Nov,Returning_Visitor,2,3,0.9275,0,VIP/Ready to Buy
9518,92.72%,True,19.10349568,Dec,Returning_Visitor,1,3,0.9272,1,Returning Buyers
3766,92.70%,True,100.0963636,May,Returning_Visitor,2,1,0.927,0,VIP/Ready to Buy
3380,92.64%,True,113.98,May,Returning_Visitor,2,1,0.9264,0,VIP/Ready to Buy
7804,92.63%,True,27.31510469,Oct,Returning_Visitor,1,1,0.9262999999999999,0,VIP/Ready to Buy
7072,92.61%,True,86.12351528,Nov,New_Visitor,2,9,0.9261,0,VIP/Ready to Buy
6457,92.60%,True,12.01221257,Oct,Returning_Visitor,1,1,0.9259999999999999,1,Returning Buyers
10324,92.57%,True,21.47448516,Nov,Returning_Visitor,10,3,0.9257,1,Returning Buyers
11204,92.57%,True,5.002669777,Nov,New_Visitor,8,4,0.9257,1,Returning Buyers
6155,92.53%,True,42.30391708,Aug,Returning_Visitor,20,1,0.9253,0,VIP/Ready to Buy
263,92.48%,True,51.46331148,Mar,Returning_Visitor,1,3,0.9248000000000001,0,VIP/Ready to Buy
5502,92.45%,True,32.95851549,Jul,Returning_Visitor,4,1,0.9245,0,VIP/Ready to Buy
3300,92.45%,True,100.7776,May,Returning_Visitor,2,3,0.9245,0,VIP/Ready to Buy
6984,92.41%,True,22.89972198,Nov,New_Visitor,5,3,0.9240999999999999,1,Returning Buyers
7300,92.39%,True,48.99526482,Aug,Returning_Visitor,2,7,0.9239,0,VIP/Ready to Buy
1381,92.36%,True,60.29018448,Mar,Returning_Visitor,1,3,0.9236,0,VIP/Ready to Buy
8332,92.35%,False,19.6055151,Nov,Returning_Visitor,10,1,0.9235,1,Returning Buyers
579,92.33%,True,9.294775641,Mar,Returning_Visitor,10,1,0.9233,1,Returning Buyers
11063,92.33%,True,33.86849093,Nov,Returning_Visitor,8,1,0.9233,0,VIP/Ready to Buy
10492,92.32%,True,17.54619116,Nov,Returning_Visitor,10,1,0.9231999999999999,1,Returning Buyers
7928,92.30%,True,7.848538778,Dec,New_Visitor,8,3,0.9229999999999999,1,Returning Buyers
11901,92.25%,True,16.16057924,Dec,Returning_Visitor,2,7,0.9225,1,Returning Buyers
6699,92.21%,True,19.50605707,Aug,New_Visitor,2,4,0.9220999999999999,1,Returning Buyers
1295,92.21%,True,27.75904925,Mar,Returning_Visitor,2,2,0.9220999999999999,0,VIP/Ready to Buy
11767,92.17%,False,41.13433129,Nov,Returning_Visitor,2,4,0.9217,0,VIP/Ready to Buy
1047,92.16%,True,60.04549665,Mar,Returning_Visitor,2,3,0.9216,0,VIP/Ready to Buy
1818,92.16%,True,44.71103438,Mar,New_Visitor,8,3,0.9216,0,VIP/Ready to Buy
6186,92.15%,True,19.63031016,Nov,New_Visitor,2,5,0.9215000000000001,1,Returning Buyers
1030,92.14%,True,144.3934888,Mar,Returning_Visitor,2,7,0.9214,0,VIP/Ready to Buy
1978,92.13%,True,109.9124051,Mar,Returning_Visitor,2,4,0.9213,0,VIP/Ready to Buy
363,92.06%,True,34.43601877,Mar,New_Visitor,3,9,0.9206,0,VIP/Ready to Buy
11014,92.01%,True,61.61833364,Dec,New_Visitor,2,5,0.9201,0,VIP/Ready to Buy
10919,91.98%,True,56.31760103,Nov,Returning_Visitor,11,1,0.9198000000000001,0,VIP/Ready to Buy
9590,91.96%,True,12.30811748,Nov,Returning_Visitor,10,1,0.9196,1,Returning Buyers
8394,91.95%,True,8.524548919,Nov,New_Visitor,8,9,0.9195,1,Returning Buyers
3805,91.92%,True,31.31885714,May,Returning_Visitor,2,6,0.9192,0,VIP/Ready to Buy
2703,91.90%,True,71.944,May,Returning_Visitor,3,2,0.919,0,VIP/Ready to Buy
882,91.88%,True,31.188,Mar,Returning_Visitor,3,7,0.9188,0,VIP/Ready to Buy
7812,91.87%,True,20.2755559,Sep,New_Visitor,2,2,0.9187000000000001,1,Returning Buyers
9419,91.84%,True,1.03529974,Nov,Returning_Visitor,10,1,0.9184,1,Returning Buyers
7744,91.84%,True,26.67428219,Aug,Returning_Visitor,1,1,0.9184,0,VIP/Ready to Buy
9759,91.82%,True,23.6645871,Dec,Returning_Visitor,2,1,0.9181999999999999,1,Returning Buyers
4676,91.82%,False,12.61543434,May,Returning_Visitor,2,5,0.9181999999999999,1,Returning Buyers
7785,91.79%,True,26.13036122,Nov,New_Visitor,2,6,0.9179,0,VIP/Ready to Buy
11513,91.78%,True,44.443614,Dec,Returning_Visitor,1,2,0.9178000000000001,0,VIP/Ready to Buy
2035,91.77%,True,26.12015415,Mar,Returning_Visitor,2,3,0.9177,0,VIP/Ready to Buy
4872,91.73%,True,30.57647059,May,New_Visitor,4,1,0.9173,0,VIP/Ready to Buy
7451,91.73%,True,20.10126693,Oct,New_Visitor,2,4,0.9173,1,Returning Buyers
1517,91.70%,True,27.3063666,Mar,Returning_Visitor,2,1,0.917,0,VIP/Ready to Buy
3656,91.69%,True,50.9925,May,Returning_Visitor,1,1,0.9168999999999999,0,VIP/Ready to Buy
4488,91.68%,True,49.39271642,May,Returning_Visitor,2,3,0.9168000000000001,0,VIP/Ready to Buy
4244,91.68%,True,39.186,May,Returning_Visitor,3,3,0.9168000000000001,0,VIP/Ready to Buy
643,91.65%,True,10.7929507,Mar,New_Visitor,2,2,0.9165000000000001,1,Returning Buyers
7094,91.65%,True,27.8892456,Aug,Returning_Visitor,13,7,0.9165000000000001,0,VIP/Ready to Buy
11550,91.65%,True,16.96317099,Nov,Returning_Visitor,11,1,0.9165000000000001,1,Returning Buyers
8712,91.63%,True,38.92648303,Dec,Returning_Visitor,2,3,0.9163,0,VIP/Ready to Buy
11572,91.62%,True,9.905143745,Dec,New_Visitor,2,1,0.9162,1,Returning Buyers
5476,91.60%,True,8.424787355,Oct,Returning_Visitor,2,3,0.9159999999999999,1,Returning Buyers
4959,91.59%,True,13.99,May,Returning_Visitor,2,7,0.9159,1,Returning Buyers
6794,91.59%,True,4.78307258,Oct,Returning_Visitor,20,7,0.9159,1,Returning Buyers
594,91.56%,True,35.99261538,Mar,Returning_Visitor,7,3,0.9156,0,VIP/Ready to Buy
10577,91.55%,True,22.82159308,Nov,New_Visitor,8,1,0.9155,1,Returning Buyers
11485,91.54%,True,47.99566725,Nov,Returning_Visitor,8,1,0.9154000000000001,0,VIP/Ready to Buy
10320,91.53%,True,59.42458922,Nov,Returning_Visitor,8,1,0.9153,0,VIP/Ready to Buy
11865,91.53%,True,1.178989949,Nov,Returning_Visitor,11,1,0.9153,1,Returning Buyers
5396,91.51%,True,48.04726202,Oct,Returning_Visitor,4,1,0.9151,0,VIP/Ready to Buy
6026,91.48%,True,153.5776975,Aug,Returning_Visitor,1,1,0.9148000000000001,0,VIP/Ready to Buy
5006,91.46%,True,72.52076923,May,Returning_Visitor,4,1,0.9146,0,VIP/Ready to Buy
3119,91.43%,True,32.80852174,May,New_Visitor,2,2,0.9143000000000001,0,VIP/Ready to Buy
6119,91.42%,True,44.89345937,Oct,Returning_Visitor,20,1,0.9142,0,VIP/Ready to Buy
7280,91.41%,False,70.2595851,Nov,Returning_Visitor,2,1,0.9140999999999999,0,VIP/Ready to Buy
5374,91.40%,True,28.06804986,June,New_Visitor,11,6,0.914,0,VIP/Ready to Buy
4868,91.40%,True,54.53454545,May,New_Visitor,4,8,0.914,0,VIP/Ready to Buy
4794,91.36%,True,58.16727273,May,New_Visitor,5,1,0.9136,0,VIP/Ready to Buy
2209,91.34%,True,143.2115385,May,Returning_Visitor,3,3,0.9134,0,VIP/Ready to Buy
2758,91.29%,True,28.53153488,May,Returning_Visitor,13,4,0.9129,0,VIP/Ready to Buy
1403,91.27%,True,22.88908649,Mar,New_Visitor,2,1,0.9127,1,Returning Buyers
1921,91.27%,True,17.12545455,Mar,Returning_Visitor,1,1,0.9127,1,Returning Buyers
8723,91.26%,True,9.0847678,Nov,Returning_Visitor,11,4,0.9126000000000001,1,Returning Buyers
12148,91.25%,True,97.86083623,Nov,Returning_Visitor,3,1,0.9125,0,VIP/Ready to Buy
10610,91.25%,True,8.024865728,Nov,Returning_Visitor,10,1,0.9125,1,Returning Buyers
5542,91.24%,True,32.89701477,Oct,New_Visitor,2,2,0.9124,0,VIP/Ready to Buy
6644,91.23%,True,154.0955389,Sep,New_Visitor,2,1,0.9123,0,VIP/Ready to Buy
226,91.21%,True,17.76266667,Mar,Returning_Visitor,1,1,0.9120999999999999,1,Returning Buyers
8177,91.20%,True,36.2003121,Nov,Returning_Visitor,11,1,0.912,0,VIP/Ready to Buy
9377,91.19%,True,108.0893873,Nov,Returning_Visitor,13,3,0.9118999999999999,0,VIP/Ready to Buy
8465,91.18%,False,12.58590538,Nov,Returning_Visitor,8,3,0.9118,1,Returning Buyers
5872,91.17%,True,32.9346011,Nov,New_Visitor,3,1,0.9117000000000001,0,VIP/Ready to Buy
924,91.17%,True,33.53327578,Mar,Returning_Visitor,10,4,0.9117000000000001,0,VIP/Ready to Buy
10542,91.16%,True,56.1773806,Nov,Returning_Visitor,10,1,0.9116,0,VIP/Ready to Buy
6266,91.16%,False,15.13596148,Aug,Returning_Visitor,2,3,0.9116,1,Returning Buyers
10886,91.13%,True,12.99938379,Nov,Returning_Visitor,8,6,0.9113,1,Returning Buyers
7951,91.12%,True,60.51988521,Nov,Returning_Visitor,3,2,0.9112,0,VIP/Ready to Buy
4738,91.10%,True,24.2865,May,New_Visitor,4,5,0.9109999999999999,1,Returning Buyers
11030,91.08%,True,8.671344071,Dec,Other,20,9,0.9107999999999999,1,Returning Buyers
7685,91.07%,False,21.26632526,Sep,Returning_Visitor,1,3,0.9107,1,Returning Buyers
2208,91.07%,True,32.946,May,Returning_Visitor,4,4,0.9107,0,VIP/Ready to Buy
5196,91.03%,True,17.37391304,May,Returning_Visitor,1,7,0.9103,1,Returning Buyers
6173,91.02%,True,58.9241766,Aug,New_Visitor,4,3,0.9102,0,VIP/Ready to Buy
5541,91.00%,True,4.856377111,Nov,Returning_Visitor,20,1,0.91,1,Returning Buyers
9294,91.00%,True,17.60939304,Nov,Returning_Visitor,8,1,0.91,1,Returning Buyers
6276,90.93%,True,88.84365062,Oct,Returning_Visitor,2,7,0.9093000000000001,0,VIP/Ready to Buy
1535,90.84%,True,60.19477937,Mar,Returning_Visitor,2,9,0.9084,0,VIP/Ready to Buy
6127,90.82%,True,38.12368584,June,Returning_Visitor,2,2,0.9081999999999999,0,VIP/Ready to Buy
4450,90.82%,True,31.22,May,Returning_Visitor,4,8,0.9081999999999999,0,VIP/Ready to Buy
9783,90.80%,True,32.81205711,Nov,Returning_Visitor,2,8,0.9079999999999999,0,VIP/Ready to Buy
10522,90.79%,True,17.78922266,Nov,Returning_Visitor,10,1,0.9079,1,Returning Buyers
8239,90.79%,True,42.74590431,Nov,Returning_Visitor,3,1,0.9079,0,VIP/Ready to Buy
8931,90.75%,True,55.01131298,Nov,Returning_Visitor,2,1,0.9075,0,VIP/Ready to Buy
10958,90.75%,True,29.34770837,Nov,Returning_Visitor,2,1,0.9075,0,VIP/Ready to Buy
6233,90.74%,True,30.04921703,Sep,Returning_Visitor,2,3,0.9074,0,VIP/Ready to Buy
1226,90.70%,True,45.7504,Mar,New_Visitor,10,1,0.907,0,VIP/Ready to Buy
2732,90.64%,True,34.4925,May,Returning_Visitor,4,8,0.9064,0,VIP/Ready to Buy
4624,90.57%,False,32.43738462,May,Returning_Visitor,4,3,0.9057,0,VIP/Ready to Buy
7783,90.57%,True,34.86423061,Nov,Returning_Visitor,2,3,0.9057,0,VIP/Ready to Buy
8427,90.56%,True,17.50624004,Nov,Returning_Visitor,10,2,0.9056000000000001,1,Returning Buyers
11507,90.55%,True,28.11367347,Nov,Returning_Visitor,1,3,0.9055,0,VIP/Ready to Buy
1457,90.54%,True,261.4912857,Mar,New_Visitor,8,1,0.9054000000000001,0,VIP/Ready to Buy
7562,90.49%,True,7.48051616,Jul,New_Visitor,2,2,0.9048999999999999,1,Returning Buyers
10868,90.47%,True,9.964255807,Nov,Returning_Visitor,2,1,0.9047,1,Returning Buyers
6513,90.41%,True,30.21969637,Sep,Returning_Visitor,4,6,0.9041,0,VIP/Ready to Buy
2832,90.37%,True,39.81885714,May,New_Visitor,4,4,0.9037000000000001,0,VIP/Ready to Buy
4807,90.36%,True,31.98,May,Returning_Visitor,3,8,0.9036,0,VIP/Ready to Buy
9517,90.35%,True,46.308063,Nov,Returning_Visitor,2,1,0.9035,0,VIP/Ready to Buy
7607,90.35%,True,3.70979448,Jul,Returning_Visitor,4,3,0.9035,1,Returning Buyers
3265,90.31%,True,18.65333333,May,Returning_Visitor,2,8,0.9031,1,Returning Buyers
638,90.30%,True,45.4316713,Mar,Returning_Visitor,2,1,0.903,0,VIP/Ready to Buy
6803,90.23%,True,15.89480154,Jul,Returning_Visitor,2,3,0.9023,1,Returning Buyers
2447,90.21%,True,28.794,May,Returning_Visitor,11,1,0.9020999999999999,0,VIP/Ready to Buy
5560,90.21%,True,41.64590199,Nov,Returning_Visitor,2,2,0.9020999999999999,0,VIP/Ready to Buy
4441,90.19%,True,32.1908,May,Returning_Visitor,2,1,0.9018999999999999,0,VIP/Ready to Buy
6158,90.18%,True,34.75023292,Jul,Returning_Visitor,2,1,0.9018,0,VIP/Ready to Buy
7752,90.17%,True,36.14032284,Oct,Returning_Visitor,4,1,0.9017000000000001,0,VIP/Ready to Buy
7493,90.16%,True,53.11442085,Nov,New_Visitor,2,4,0.9016,0,VIP/Ready to Buy
3482,90.16%,True,30.52636364,May,Returning_Visitor,3,6,0.9016,0,VIP/Ready to Buy
5551,90.14%,True,69.46239458,Oct,Returning_Visitor,4,1,0.9014,0,VIP/Ready to Buy
8203,90.14%,True,24.872085,Dec,Returning_Visitor,2,7,0.9014,1,Returning Buyers
6218,90.13%,True,17.79528223,Oct,Returning_Visitor,20,1,0.9013,1,Returning Buyers
10778,90.13%,True,64.95645099,Dec,Returning_Visitor,20,9,0.9013,0,VIP/Ready to Buy
10281,90.10%,True,43.77424082,Nov,Returning_Visitor,2,1,0.9009999999999999,0,VIP/Ready to Buy
10351,90.08%,True,56.72227169,Nov,Returning_Visitor,2,1,0.9007999999999999,0,VIP/Ready to Buy
8428,90.03%,True,48.0136549,Nov,Returning_Visitor,1,4,0.9003,0,VIP/Ready to Buy
9698,90.02%,True,77.25951671,Nov,Returning_Visitor,3,9,0.9002,0,VIP/Ready to Buy
7666,89.99%,True,20.74935126,Nov,Returning_Visitor,2,4,0.8998999999999999,1,Returning Buyers
6073,89.93%,True,39.27673964,Aug,Returning_Visitor,2,1,0.8993000000000001,0,VIP/Ready to Buy
10997,89.92%,True,13.26221446,Nov,Returning_Visitor,10,4,0.8992,1,Returning Buyers
